Top 5 CITTIES based on weightage scores,State,Mass Markets (W20%),Diverse Workers (W20%),Well-heeled Affluents (20%),Population Growth Rate (10%),Number of Burgalaries reported (10%),Property Crime Rate (10%),Housing Construction (10%),Total Score
Springfield,Massachusetts,0.0002,0.0001,0.0000,0.0000,0.0002,0.0001,0.0000,0.0006
Wichita Falls,Texas,0.0001,0.0004,0.0000,0.0000,0.0000,0.0001,0.0000,0.0006
Palmdale,California,0.0002,0.0001,0.0001,0.0000,0.0001,0.0001,0.0000,0.0006
Rancho Cucamonga,California,0.0001,0.0001,0.0002,0.0000,0.0000,0.0001,0.0001,0.0006
Melissa,Texas,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0003,0.0006
Phenix City,Alabama,0.0002,0.0001,0.0000,0.0002,0.0000,0.0000,0.0001,0.0006
Bowie,Maryland,0.0000,0.0000,0.0006,0.0000,0.0000,0.0000,0.0000,0.0006
Ventura,California,0.0001,0.0001,0.0003,0.0000,0.0000,0.0001,0.0000,0.0006
Clayton,Ohio,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0003,0.0006
Santa Fe,New Mexico,0.0002,0.0002,0.0002,0.0000,0.0000,0.0001,0.0000,0.0006
Springfield,Ohio,0.0002,0.0003,0.0001,0.0000,0.0000,0.0001,0.0000,0.0006
Palatine,Illinois,0.0001,0.0000,0.0005,0.0000,0.0000,0.0000,0.0000,0.0006
Poth,Texas,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000,0.0002,0.0006
Hayward,California,0.0002,0.0000,0.0002,0.0000,0.0000,0.0001,0.0000,0.0006
Mcallen,Texas,0.0002,0.0002,0.0000,0.0000,0.0000,0.0001,0.0000,0.0006
Redding,California,0.0002,0.0002,0.0001,0.0000,0.0001,0.0001,0.0000,0.0006
Yuma,Arizona,0.0001,0.0002,0.0001,0.0000,0.0001,0.0001,0.0000,0.0006
Lafayette,California,0.0000,0.0000,0.0005,0.0000,0.0000,0.0000,0.0000,0.0006
Clovis,California,0.0001,0.0001,0.0002,0.0001,0.0000,0.0001,0.0000,0.0006
Sioux City,Iowa,0.0002,0.0003,0.0001,0.0000,0.0000,0.0001,0.0000,0.0006
Mill Valley,California,0.0000,0.0000,0.0006,0.0000,0.0000,0.0000,0.0000,0.0006
Rapid City,South Dakota,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0000,0.0006
North Salt Lake,Utah,0.0001,0.0000,0.0000,0.0002,0.0000,0.0000,0.0003,0.0006
Victorville,California,0.0004,0.0001,0.0000,0.0000,0.0001,0.0001,0.0000,0.0006
Troy,North Carolina,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0002,0.0006
Merkel,Texas,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0004,0.0006
Novato,California,0.0000,0.0000,0.0005,0.0000,0.0000,0.0000,0.0000,0.0006
Melbourne,Florida,0.0001,0.0001,0.0001,0.0000,0.0001,0.0001,0.0000,0.0006
Rochester,Michigan,0.0001,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0006
Fargo,North Dakota,0.0001,0.0002,0.0001,0.0001,0.0000,0.0001,0.0001,0.0006
Milton,Florida,0.0002,0.0002,0.0000,0.0001,0.0000,0.0000,0.0000,0.0006
Depew,Oklahoma,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0003,0.0006
Rolesville,North Carolina,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0003,0.0006
Jackson,Michigan,0.0002,0.0004,0.0001,0.0000,0.0000,0.0000,0.0000,0.0006
Snyder,Oklahoma,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000,0.0000,0.0006
Sammamish,Washington,0.0000,0.0000,0.0004,0.0001,0.0000,0.0000,0.0001,0.0006
Perris,California,0.0001,0.0002,0.0000,0.0001,0.0000,0.0000,0.0000,0.0006
North Charleston,South Carolina,0.0001,0.0002,0.0000,0.0001,0.0001,0.0001,0.0000,0.0006
Vallejo,California,0.0002,0.0001,0.0001,0.0000,0.0001,0.0001,0.0000,0.0006
Miami Beach,Florida,0.0000,0.0001,0.0001,0.0000,0.0001,0.0002,0.0000,0.0006
Hampton,Virginia,0.0001,0.0002,0.0001,0.0000,0.0000,0.0001,0.0000,0.0006
Grand Junction,Colorado,0.0002,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0006
Pangburn,Arkansas,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0003,0.0006
Youngstown,Ohio,0.0001,0.0003,0.0001,0.0000,0.0000,0.0001,0.0000,0.0006
Delray Beach,Florida,0.0001,0.0002,0.0002,0.0000,0.0001,0.0001,0.0000,0.0006
Orange Grove,Texas,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0002,0.0006
El Cajon,California,0.0001,0.0002,0.0001,0.0000,0.0000,0.0000,0.0000,0.0006
Williamsburg,Massachusetts,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0002,0.0006
Pearland,Texas,0.0001,0.0000,0.0002,0.0001,0.0000,0.0000,0.0001,0.0006
Yakima,Washington,0.0001,0.0003,0.0000,0.0000,0.0000,0.0001,0.0000,0.0006
Sumter,South Carolina,0.0001,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0006
Princeton,New Jersey,0.0000,0.0000,0.0005,0.0001,0.0000,0.0000,0.0000,0.0006
Hesperia,California,0.0003,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0006
Englewood,Colorado,0.0001,0.0001,0.0003,0.0000,0.0000,0.0000,0.0000,0.0006
Elkhart,Indiana,0.0001,0.0003,0.0000,0.0000,0.0001,0.0000,0.0000,0.0006
Lake View,South Carolina,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0003,0.0006
Winter Haven,Florida,0.0003,0.0001,0.0000,0.0001,0.0000,0.0000,0.0000,0.0006
Pikeville,Tennessee,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0001,0.0006
Fordland,Missouri,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0002,0.0006
Largo,Florida,0.0000,0.0004,0.0000,0.0000,0.0000,0.0001,0.0000,0.0006
Newbury,Massachusetts,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0002,0.0006
New Port Richey,Florida,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0006
Waterloo,Iowa,0.0001,0.0002,0.0001,0.0000,0.0001,0.0001,0.0000,0.0006
Condon,Oregon,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000,0.0001,0.0006
Whitestown,Indiana,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0002,0.0006
Peoria,Arizona,0.0002,0.0001,0.0001,0.0000,0.0000,0.0001,0.0000,0.0006
Laurel,Maryland,0.0001,0.0000,0.0003,0.0001,0.0000,0.0000,0.0000,0.0006
Lowell,Massachusetts,0.0002,0.0001,0.0001,0.0000,0.0001,0.0001,0.0000,0.0006
Fort Smith,Arkansas,0.0001,0.0002,0.0000,0.0000,0.0001,0.0001,0.0000,0.0006
Lawton,Oklahoma,0.0001,0.0002,0.0000,0.0000,0.0001,0.0001,0.0000,0.0006
San Mateo,California,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0006
Mount Pleasant,South Carolina,0.0001,0.0000,0.0002,0.0001,0.0000,0.0000,0.0001,0.0006
Austin,Arkansas,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0001,0.0006
Mackinac Island,Michigan,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0002,0.0006
Lone Grove,Oklahoma,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0002,0.0006
Bowling Green,Kentucky,0.0001,0.0002,0.0000,0.0000,0.0000,0.0001,0.0000,0.0006
Paterson,New Jersey,0.0003,0.0001,0.0000,0.0000,0.0001,0.0001,0.0000,0.0006
Franklin,Tennessee,0.0001,0.0000,0.0003,0.0001,0.0000,0.0000,0.0000,0.0005
Richmond,California,0.0000,0.0003,0.0001,0.0000,0.0001,0.0001,0.0000,0.0005
Jackson,Tennessee,0.0002,0.0002,0.0001,0.0000,0.0001,0.0001,0.0000,0.0005
Simi Valley,California,0.0001,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0005
Olathe,Kansas,0.0001,0.0001,0.0003,0.0001,0.0000,0.0000,0.0000,0.0005
Florence,South Carolina,0.0002,0.0002,0.0000,0.0000,0.0000,0.0001,0.0000,0.0005
Orange,California,0.0001,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0005
Buckeye,Arizona,0.0003,0.0000,0.0000,0.0001,0.0000,0.0000,0.0001,0.0005
Longview,Texas,0.0002,0.0002,0.0000,0.0000,0.0000,0.0001,0.0000,0.0005
Conway,Arkansas,0.0003,0.0001,0.0000,0.0000,0.0000,0.0001,0.0001,0.0005
Norman,Oklahoma,0.0001,0.0002,0.0001,0.0000,0.0000,0.0001,0.0000,0.0005
Boulder,Colorado,0.0001,0.0000,0.0003,0.0000,0.0000,0.0001,0.0000,0.0005
Frisco,Texas,0.0001,0.0000,0.0001,0.0002,0.0000,0.0000,0.0001,0.0005
Little Elm,Texas,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0002,0.0005
Eagle Point,Oregon,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0002,0.0005
Mansfield,Texas,0.0001,0.0000,0.0001,0.0001,0.0000,0.0000,0.0001,0.0005
Edmond,Oklahoma,0.0002,0.0000,0.0001,0.0001,0.0000,0.0000,0.0001,0.0005
Boca Raton,Florida,0.0001,0.0001,0.0002,0.0000,0.0000,0.0000,0.0000,0.0005
Holly Ridge,North Carolina,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0001,0.0005
Elk Grove,California,0.0001,0.0000,0.0002,0.0001,0.0001,0.0001,0.0001,0.0005
Los Gatos,California,0.0000,0.0000,0.0005,0.0000,0.0000,0.0000,0.0000,0.0005
Weslaco,Texas,0.0000,0.0003,0.0000,0.0000,0.0001,0.0001,0.0001,0.0005
Kingsport,Tennessee,0.0001,0.0002,0.0001,0.0000,0.0000,0.0001,0.0000,0.0005
Chesterfield,Missouri,0.0000,0.0000,0.0005,0.0000,0.0000,0.0000,0.0000,0.0005
Champaign,Illinois,0.0001,0.0001,0.0002,0.0000,0.0001,0.0000,0.0000,0.0005
Redlands,California,0.0000,0.0001,0.0004,0.0000,0.0000,0.0001,-0.0001,0.0005
Deepwater,Missouri,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0001,0.0005
Garden Grove,California,0.0003,0.0001,0.0001,0.0000,0.0000,0.0001,0.0000,0.0005
Broomfield,Colorado,0.0002,0.0000,0.0002,0.0001,0.0000,0.0000,0.0000,0.0005
Lewisville,Texas,0.0001,0.0001,0.0002,0.0000,0.0000,0.0000,0.0000,0.0005
New Richland,Minnesota,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0003,0.0005
Loveland,Colorado,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0001,0.0005
Schaumburg,Illinois,0.0002,0.0000,0.0003,0.0000,0.0000,0.0000,0.0000,0.0005
Terre Haute,Indiana,0.0001,0.0003,0.0000,0.0000,0.0000,0.0001,0.0000,0.0005
Longmont,Colorado,0.0001,0.0001,0.0002,0.0000,0.0000,0.0000,0.0000,0.0005
Calabasas,California,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0001,0.0005
Johnson City,Tennessee,0.0001,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005
Lafayette,Indiana,0.0001,0.0001,0.0001,0.0000,0.0000,0.0001,0.0000,0.0005
Indio,California,0.0001,0.0001,0.0000,0.0001,0.0001,0.0000,0.0001,0.0005
Moreno Valley,California,0.0002,0.0001,0.0001,0.0000,0.0001,0.0001,-0.0001,0.0005
Arvada,Colorado,0.0001,0.0001,0.0002,0.0000,0.0000,0.0001,0.0000,0.0005
Santa Monica,California,0.0000,0.0000,0.0003,0.0000,0.0000,0.0001,0.0000,0.0005
Surprise,Arizona,0.0002,0.0001,0.0001,0.0001,0.0000,0.0000,0.0001,0.0005
Cerritos,California,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0001,0.0005
Gastonia,North Carolina,0.0002,0.0002,0.0000,0.0000,0.0001,0.0001,0.0000,0.0005
Panama City,Florida,0.0002,0.0002,0.0001,0.0000,0.0000,0.0000,0.0000,0.0005
Fessenden,North Dakota,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0003,0.0005
Hawthorne,California,0.0000,0.0002,0.0001,0.0000,0.0001,0.0000,0.0000,0.0005
Westport,Washington,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0003,0.0005
Kenosha,Wisconsin,0.0001,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005
San Marcos,Texas,0.0001,0.0001,0.0000,0.0001,0.0000,0.0000,0.0001,0.0005
Liberal,Missouri,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0002,0.0005
Pine Hill,Alabama,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0002,0.0005
Clinton Township,Michigan,0.0002,0.0001,0.0001,0.0000,0.0000,0.0000,0.0001,0.0005
Joplin,Missouri,0.0001,0.0001,0.0001,0.0000,0.0000,0.0001,0.0000,0.0005
Bridgeville,Delaware,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0003,0.0005
Harlingen,Texas,0.0001,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005
Luxora,Arkansas,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0001,0.0005
Wilmore,Kentucky,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0002,0.0005
Council Bluffs,Iowa,0.0001,0.0002,0.0001,0.0000,0.0000,0.0001,0.0000,0.0005
Flora,Mississippi,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0003,0.0005
Spencer,North Carolina,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0005,0.0005
Stanley,North Dakota,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0003,0.0005
Pine Bluffs,Wyoming,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0004,0.0005
Richardson,Texas,0.0000,0.0001,0.0002,0.0000,0.0000,0.0000,0.0001,0.0005
Holland,Michigan,0.0002,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0005
Ehrhardt,South Carolina,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000,0.0000,0.0005
Richland,Washington,0.0000,0.0001,0.0002,0.0001,0.0000,0.0000,0.0001,0.0005
Kulpmont,Pennsylvania,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0004,0.0005
Kingman,Kansas,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0003,0.0005
Portsmouth,Virginia,0.0001,0.0002,0.0000,0.0000,0.0001,0.0001,0.0000,0.0005
White Bluff,Tennessee,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0002,0.0005
Owensboro,Kentucky,0.0000,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005
Gainesville,Florida,0.0001,0.0001,0.0001,0.0000,0.0001,0.0001,0.0000,0.0005
Germantown,Tennessee,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0005
Wagener,South Carolina,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0001,0.0005
Orinda,California,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0001,0.0005
Hagerstown,Maryland,0.0001,0.0002,0.0001,0.0000,0.0000,0.0000,0.0000,0.0005
League City,Texas,0.0001,0.0000,0.0002,0.0001,0.0000,0.0000,0.0000,0.0005
Ash Flat,Arkansas,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0003,0.0005
Decatur,Illinois,0.0001,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005
Sanford,Florida,0.0000,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0005
Westfield,New Jersey,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0005
Williamston,South Carolina,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0002,0.0005
La Habra,California,0.0001,0.0001,0.0002,0.0000,0.0000,0.0000,0.0001,0.0005
Morris,Oklahoma,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0002,0.0005
Gorman,Texas,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0002,0.0005
Higginson,Arkansas,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0003,0.0005
Kokomo,Indiana,0.0001,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005
Southlake,Texas,0.0000,0.0000,0.0003,0.0001,0.0000,0.0000,0.0001,0.0005
Monroe Township,New Jersey,0.0000,0.0000,0.0004,0.0001,0.0000,0.0000,0.0000,0.0005
Tieton,Washington,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0001,0.0005
Kirkland,Illinois,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0002,0.0005
Westport,Connecticut,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0005
Fall River,Massachusetts,0.0001,0.0002,0.0000,0.0000,0.0001,0.0000,0.0000,0.0005
Westmorland,California,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0001,0.0005
Scotland,South Dakota,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0002,0.0005
Rochester,Minnesota,0.0001,0.0001,0.0002,0.0000,0.0000,0.0000,0.0000,0.0005
Whitewood,South Dakota,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0003,0.0005
Waukomis,Oklahoma,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0001,0.0005
Edmonds,Washington,0.0001,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0005
Kennewick,Washington,0.0001,0.0002,0.0001,0.0000,0.0000,0.0000,0.0000,0.0005
Little River,Kansas,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0003,0.0005
Foley,Missouri,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0001,0.0005
Decatur,Tennessee,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0002,0.0005
Everson,Pennsylvania,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0001,0.0005
Pelion,South Carolina,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0001,0.0005
Leasburg,Missouri,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0004,0.0005
Lake Zurich,Illinois,0.0000,0.0000,0.0005,0.0000,0.0000,0.0000,0.0000,0.0005
South Jordan,Utah,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0002,0.0005
Magnolia,Texas,0.0001,0.0000,0.0001,0.0001,0.0000,0.0000,0.0001,0.0005
Farmersville,Texas,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0002,0.0005
Decatur,Alabama,0.0001,0.0002,0.0001,0.0000,0.0000,0.0000,0.0000,0.0005
North Little Rock,Arkansas,0.0001,0.0003,0.0000,0.0000,0.0001,0.0001,0.0000,0.0005
Escondido,California,0.0001,0.0001,0.0002,0.0000,0.0001,0.0001,0.0000,0.0005
Mercer Island,Washington,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0005
Montclair,New Jersey,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0005
Puyallup,Washington,0.0002,0.0001,0.0000,0.0000,0.0000,0.0001,0.0000,0.0005
Weimar,Texas,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0002,0.0005
Manor,Texas,0.0001,0.0000,0.0000,0.0002,0.0000,0.0000,0.0002,0.0005
Merced,California,0.0001,0.0002,0.0000,0.0000,0.0001,0.0001,0.0000,0.0005
Star,North Carolina,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0002,0.0005
New Bedford,Massachusetts,0.0000,0.0002,0.0000,0.0000,0.0002,0.0001,0.0000,0.0005
Jupiter,Florida,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0005
Brockton,Massachusetts,0.0000,0.0002,0.0000,0.0000,0.0001,0.0001,0.0000,0.0005
Sparks,Nevada,0.0002,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0005
Costa Mesa,California,0.0000,0.0001,0.0003,0.0000,0.0000,0.0001,0.0000,0.0005
Wilmette,Illinois,0.0000,0.0000,0.0005,0.0000,0.0000,0.0000,0.0000,0.0005
Concord,North Carolina,0.0002,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0005
Elizabethtown,Kentucky,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0001,0.0005
Hatch,New Mexico,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0002,0.0005
Charleston,Arkansas,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0002,0.0005
Brighton,Colorado,0.0002,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001,0.0005
Lynnwood,Washington,0.0001,0.0000,0.0001,0.0001,0.0000,0.0000,0.0000,0.0005
Belleair Beach,Florida,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000,0.0000,0.0005
Matthews,North Carolina,0.0001,0.0000,0.0001,0.0001,0.0000,0.0000,0.0001,0.0005
Maysville,North Carolina,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0002,0.0005
Rock Hill,South Carolina,0.0002,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0005
Manchester,New Hampshire,0.0001,0.0001,0.0001,0.0000,0.0001,0.0001,0.0000,0.0005
Gallup,New Mexico,0.0000,0.0002,0.0000,0.0000,0.0001,0.0000,0.0001,0.0005
Jonesboro,Arkansas,0.0001,0.0001,0.0000,0.0000,0.0000,0.0001,0.0001,0.0005
Redmond,Washington,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0005
Denton,Texas,0.0001,0.0000,0.0001,0.0001,0.0000,0.0001,0.0000,0.0005
Prattville,Alabama,0.0002,0.0000,0.0000,0.0001,0.0000,0.0000,0.0001,0.0005
Inglewood,California,0.0003,0.0001,0.0001,0.0000,0.0001,0.0001,0.0000,0.0005
Clayton,North Carolina,0.0002,0.0000,0.0000,0.0002,0.0000,0.0000,0.0001,0.0005
Fairfield,California,0.0001,0.0001,0.0001,0.0000,0.0001,0.0001,0.0000,0.0005
Tolleson,Arizona,0.0002,0.0000,0.0000,0.0002,0.0000,0.0000,0.0001,0.0005
Temple,Texas,0.0001,0.0002,0.0001,0.0001,0.0000,0.0000,0.0000,0.0005
Dearborn,Michigan,0.0002,0.0002,0.0001,0.0000,0.0000,0.0001,-0.0001,0.0005
Missouri City,Texas,0.0001,0.0000,0.0002,0.0001,0.0000,0.0000,0.0001,0.0005
Summerville,South Carolina,0.0002,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0005
Surrey,North Dakota,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0002,0.0005
Tuscaloosa,Alabama,0.0001,0.0001,0.0000,0.0000,0.0000,0.0001,0.0000,0.0005
New Albany,Ohio,0.0000,0.0000,0.0001,0.0002,0.0000,0.0000,0.0001,0.0004
Faith,South Dakota,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0003,0.0004
Vacaville,California,0.0001,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0004
Sterling Heights,Michigan,0.0002,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0004
Ruidoso Downs,New Mexico,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0003,0.0004
Olympia,Washington,0.0002,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0004
Pharr,Texas,0.0001,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004
Upland,California,0.0001,0.0000,0.0002,0.0000,0.0000,0.0000,0.0001,0.0004
Greenville,North Carolina,0.0001,0.0001,0.0000,0.0000,0.0001,0.0001,0.0000,0.0004
Hondo,Texas,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0001,0.0004
Union City,New Jersey,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0004
Pineville,Missouri,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0001,0.0004
Farmington,New Mexico,0.0002,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004
New Haven,Connecticut,0.0000,0.0001,0.0001,0.0000,0.0001,0.0001,0.0000,0.0004
Chelmsford,Massachusetts,0.0000,0.0000,0.0002,0.0001,0.0000,0.0000,0.0001,0.0004
Fairfield,Connecticut,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0004
Turbeville,South Carolina,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0001,0.0004
Meridian,Mississippi,0.0000,0.0003,0.0000,0.0000,0.0000,0.0000,0.0001,0.0004
Apple Valley,California,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0001,0.0004
Boynton Beach,Florida,0.0001,0.0001,0.0001,0.0000,0.0001,0.0001,0.0000,0.0004
Saratoga Springs,Utah,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0001,0.0004
Raeford,North Carolina,0.0001,0.0001,0.0000,0.0001,0.0000,0.0000,0.0001,0.0004
Muskegon,Michigan,0.0001,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004
Dickinson,North Dakota,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0002,0.0004
Hattiesburg,Mississippi,0.0001,0.0002,0.0000,0.0001,0.0000,0.0001,0.0000,0.0004
Flower Mound,Texas,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000,0.0001,0.0004
Elgin,Oklahoma,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0002,0.0004
Laguna Beach,California,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0001,0.0004
Gonzales,Louisiana,0.0001,0.0000,0.0000,0.0001,0.0000,0.0000,0.0001,0.0004
Rothbury,Michigan,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0001,0.0004
Chico,California,0.0001,0.0001,0.0001,0.0000,0.0000,0.0001,0.0000,0.0004
Spirit Lake,Idaho,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0001,0.0004
Moundville,Alabama,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0002,0.0004
Racine,Wisconsin,0.0001,0.0001,0.0002,0.0000,0.0000,0.0001,0.0000,0.0004
Naperville,Illinois,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000,0.0000,0.0004
Cupertino,California,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000,0.0000,0.0004
White Salmon,Washington,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0001,0.0004
Hyattsville,Maryland,0.0003,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0004
Hamlin,Texas,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0003,0.0004
Cherryville,North Carolina,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0002,0.0004
Powell,Ohio,0.0000,0.0000,0.0004,0.0001,0.0000,0.0000,0.0000,0.0004
New Braunfels,Texas,0.0001,0.0000,0.0001,0.0001,0.0000,0.0000,0.0000,0.0004
Santa Cruz,California,0.0001,0.0000,0.0001,0.0000,0.0001,0.0001,0.0000,0.0004
Hopkinton,Rhode Island,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0001,0.0004
